id,acct,url,created_at,followers_count,following_count,statuses_count,last_status_at,instance
109642839364922713,khornbaek,https://hci.social/@khornbaek,2023-01-06T00:00:00.000Z,10,1,0,2023-01-06,https://hci.social/
109638665170546909,profembwall,https://hci.social/@profembwall,2023-01-05T00:00:00.000Z,2,0,0,,https://hci.social/
109616122128152612,amcpherson,https://hci.social/@amcpherson,2023-01-01T00:00:00.000Z,107,81,8,2023-10-18,https://hci.social/
109594488653141800,cklimansilver,https://hci.social/@cklimansilver,2022-12-29T00:00:00.000Z,1,5,0,,https://hci.social/
109572914714097246,alexkancom,https://hci.social/@alexkancom,2022-12-25T00:00:00.000Z,4,29,0,,https://hci.social/
109572606257130807,JBreloaded,https://hci.social/@JBreloaded,2022-12-25T00:00:00.000Z,9,94,7,2023-05-26,https://hci.social/
109570034802571637,Gigi,https://hci.social/@Gigi,2022-12-24T00:00:00.000Z,0,20,0,,https://hci.social/
109569663505599096,mdekstrand,https://hci.social/@mdekstrand,2022-12-24T00:00:00.000Z,802,462,981,2023-11-17,https://hci.social/
109555997207328831,anycolouryoulike,https://hci.social/@anycolouryoulike,2022-12-22T00:00:00.000Z,4,54,0,,https://hci.social/
109550617268554419,theblub,https://hci.social/@theblub,2022-12-21T00:00:00.000Z,41,25,13,2023-04-16,https://hci.social/
109548696640964110,crl_unsw,https://hci.social/@crl_unsw,2022-12-20T00:00:00.000Z,14,10,7,2023-07-11,https://hci.social/
109544960763426245,ulfschubert,https://hci.social/@ulfschubert,2022-12-20T00:00:00.000Z,43,94,4,2023-01-10,https://hci.social/
109542430705689311,rkrosnick,https://hci.social/@rkrosnick,2022-12-19T00:00:00.000Z,93,271,21,2023-11-08,https://hci.social/
109541169452663720,bensearle,https://hci.social/@bensearle,2022-12-19T00:00:00.000Z,6,15,11,2023-09-29,https://hci.social/
109540871817651023,cmudig,https://hci.social/@cmudig,2022-12-19T00:00:00.000Z,86,6,6,2023-10-22,https://hci.social/
109540139050744843,keunwoo,https://hci.social/@keunwoo,2022-12-19T00:00:00.000Z,13,26,4,2022-12-20,https://hci.social/
109539982321228304,jbenjamin,https://hci.social/@jbenjamin,2022-12-19T00:00:00.000Z,26,52,1,2022-12-28,https://hci.social/
109539980380162967,martimbrandao,https://hci.social/@martimbrandao,2022-12-19T00:00:00.000Z,18,142,0,,https://hci.social/
109539939882026490,mihirshah,https://hci.social/@mihirshah,2022-12-19T00:00:00.000Z,0,1,1,2022-12-19,https://hci.social/
109539566521909335,adamlukomski,https://hci.social/@adamlukomski,2022-12-19T00:00:00.000Z,0,6,0,,https://hci.social/
109537256125339884,wallace,https://hci.social/@wallace,2022-12-18T00:00:00.000Z,20,79,23,2023-05-22,https://hci.social/
109537091737239487,adambsanders,https://hci.social/@adambsanders,2022-12-18T00:00:00.000Z,2,27,0,,https://hci.social/
109536657368131399,ClemensSchartm,https://hci.social/@ClemensSchartm,2022-12-18T00:00:00.000Z,12,27,8,2022-12-28,https://hci.social/
109536187453044634,scott,https://hci.social/@scott,2022-12-18T00:00:00.000Z,2,0,0,,https://hci.social/
109533138718027586,rayhan,https://hci.social/@rayhan,2022-12-18T00:00:00.000Z,2,25,0,,https://hci.social/
109526831708137516,zyrcant,https://hci.social/@zyrcant,2022-12-17T00:00:00.000Z,16,37,5,2022-12-21,https://hci.social/
109525299291770808,kjhollen,https://hci.social/@kjhollen,2022-12-16T00:00:00.000Z,85,60,4,2023-05-24,https://hci.social/
109524302475449736,Roy,https://hci.social/@Roy,2022-12-16T00:00:00.000Z,1,6,0,,https://hci.social/
109523540144379772,kaglinka,https://hci.social/@kaglinka,2022-12-16T00:00:00.000Z,192,198,7,2023-10-05,https://hci.social/
109522688880997569,snavas,https://hci.social/@snavas,2022-12-16T00:00:00.000Z,20,46,10,2023-09-07,https://hci.social/
109522004086526441,marcello3d,https://hci.social/@marcello3d,2022-12-16T00:00:00.000Z,33,132,263,2023-11-18,https://hci.social/
109519776531768278,oschneider,https://hci.social/@oschneider,2022-12-15T00:00:00.000Z,5,6,1,2022-12-23,https://hci.social/
109517218083984410,pascal_jansen,https://hci.social/@pascal_jansen,2022-12-15T00:00:00.000Z,0,20,0,,https://hci.social/
109514586227828633,jackbandy,https://hci.social/@jackbandy,2022-12-14T00:00:00.000Z,14,37,3,2023-04-04,https://hci.social/
109513437213073038,markwhiting,https://hci.social/@markwhiting,2022-12-14T00:00:00.000Z,3,0,0,,https://hci.social/
109509162646675004,preetiramaraj,https://hci.social/@preetiramaraj,2022-12-14T00:00:00.000Z,7,23,0,,https://hci.social/
109504184849190222,SPEX_lab,https://hci.social/@SPEX_lab,2022-12-13T00:00:00.000Z,23,5,9,2023-09-14,https://hci.social/
109485457882067993,emselimahmed,https://hci.social/@emselimahmed,2022-12-09T00:00:00.000Z,7,64,5,2023-01-07,https://hci.social/
109484822387959678,Giri,https://hci.social/@Giri,2022-12-09T00:00:00.000Z,0,4,0,2023-05-03,https://hci.social/
109482315164022817,bgoebl,https://hci.social/@bgoebl,2022-12-09T00:00:00.000Z,2,6,3,2023-08-02,https://hci.social/
109480199626862687,paulo_fcarvalho,https://hci.social/@paulo_fcarvalho,2022-12-08T00:00:00.000Z,26,48,0,,https://hci.social/
109473957715831899,cte,https://hci.social/@cte,2022-12-07T00:00:00.000Z,11,17,63,2023-11-17,https://hci.social/
